Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,mmc.exe,,Exactly,,,,c:\windows\system32\comexp.msc,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,6.3.9600.17415,,,6.3.9600.17415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,net.exe,,Exactly,,,,use,Contains,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Net Command,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect for Databases,Exactly,IBM Spectrum Protect for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.4,Exactly,Microsoft SQL Server Management Studio - 17.4,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,perfmon.exe,,Exactly,,,,/res,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Resource and Performance Monitor,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU-Upgrade.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect Snapshot for Windows,Exactly,IBM Spectrum Protect Snapshot for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,FlashCopy Manager for Windows,Exactly,FlashCopy Manager for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager for Databases,Exactly,IBM Tivoli Storage Manager for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager for Databases,Exactly,IBM Tivoli Storage Manager for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,FlashCopy Manager for Windows,Exactly,FlashCopy Manager for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Copy of Application Policy for GTAcikSistemlerVeritabani,Executable,,,SQLServer2016SP2-KB4052908-x64-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server 2016,Exactly,Service Pack 2,Exactly,Microsoft Corporation,Exactly,13.2.5026.0,,,13.2.5026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,Dism.exe,,Exactly,,,,/online /enable-feature /featurename:NetFx3 /all /source:C:\Windows\AdmTools\sxs,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Dism Image Servicing Utility,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,netsh.exe,,Exactly,,,,ADVFIREWALL SET ALLPROFILES STATE OFF,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Network Command Shell,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,reg.exe,,Exactly,,,,add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System /v EnableLUA /t REG_DWORD /d 0 /f,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Registry Console Tool,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server,Exactly,Sql Server Setup Bootstrapper,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance Monitor,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server Configuration Manager,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\SysWOW64,with subfolders,mmc.exe,,Exactly,,,NT SERVICE\TrustedInstaller,/32 C:\Windows\SysWOW64\SQLServerManager13.msc,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Program Files (x86)\Microsoft SQL Server\140\Tools\Binn\ManagementStudio\,with subfolders,Ssms.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server,Exactly,SSMS,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SQLServer2016update.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server 2016,Exactly,SQL Server update,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SQLServer2016SP1.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server 2016,Exactly,Service Pack 1,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.3,Exactly,Microsoft SQL Server Management Studio - 17.3,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,mmc.exe,,Exactly,,,,c:\windows\system32\comexp.msc,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,6.3.9600.17415,,,6.3.9600.17415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,net.exe,,Exactly,,,,use,Contains,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Net Command,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect for Databases,Exactly,IBM Spectrum Protect for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.4,Exactly,Microsoft SQL Server Management Studio - 17.4,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,C:\Windows\System32,with subfolders,perfmon.exe,,Exactly,,,,/res,Exactly,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Resource and Performance Monitor,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SSMS-Setup-ENU-Upgrade.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft SQL Server Management Studio - 17.5,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect Snapshot for Windows,Exactly,IBM Spectrum Protect Snapshot for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,FlashCopy Manager for Windows,Exactly,FlashCopy Manager for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager for Databases,Exactly,IBM Tivoli Storage Manager for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,tdpsqlc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager for Databases,Exactly,IBM Tivoli Storage Manager for Databases Command Line Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,FlashCopy Manager for Windows,Exactly,FlashCopy Manager for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTAcikSistemlerVeritabani,Executable,,,SQLServer2016SP2-KB4052908-x64-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server 2016,Exactly,Service Pack 2,Exactly,Microsoft Corporation,Exactly,13.2.5026.0,,,13.2.5026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
