Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
Application Policy for GTBackup,Executable,,,dsmcutil.exe,,Exactly,,,,update,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Scheduler Service Configuration Utility,Exactly,IBM Corporation,Exactly,7.1.3.0,,,7.1.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmcutil.exe,,Exactly,,,,inst,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Scheduler Service Configuration Utility,Exactly,IBM Corporation,Exactly,7.1.3.0,,,7.1.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmc.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmcutil.exe,,Exactly,,,,stop /name:,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Scheduler Service Configuration Utility,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmcutil.exe,,Exactly,,,,start /name:,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Exactly,IBM Spectrum Protect Scheduler Service Configuration Utility,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,FlashCopyManager.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect Snapshot for Windows,Exactly,IBM Spectrum Protect Snapshot for Windows Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,SP_CLIENT_8.1.4_WIN_ML.exe,,Exactly,,,,,,Ignore Signature,,,7-Zip,Exactly,7z Console SFX,Exactly,Igor Pavlov,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,SP_DBS_8.1.4_DP_MS_SQL_ML.exe,,Exactly,,,,,,Ignore Signature,,,7-Zip,Exactly,7z Console SFX,Exactly,Igor Pavlov,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,spinstall.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect for Databases - MS SQL,Exactly,Setup Launcher Unicode,Exactly,IBM,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,spinstall.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect Client,Exactly,Setup Launcher Unicode,Exactly,IBM,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,spinstall.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect for Databases - MS SQL,Exactly,Setup Launcher Unicode,Exactly,IBM,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,SetupFCM.exe,,Exactly,,,,,,Ignore Signature,,,IBM Spectrum Protect Snapshot for Windows,Exactly,IBM Spectrum Protect Snapshot for Windows Setup Executable,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Executable,,,dsm.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Contains,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmc.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Contains,IBM Tivoli Storage Manager Backup-Archive Command Line Client,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsm.exe,,Exactly,,,,optfile,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Tivoli Storage Manager,Contains,IBM Tivoli Storage Manager Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsm.exe,,Exactly,,,,opt,Contains,Specific Publishers,International Business Machines Corporation,Exactly,IBM Spectrum Protect,Contains,IBM Spectrum Protect Backup-Archive GUI Client (Java),Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Executable,,,dsmcutil.exe,,Wildcards,,,,remove,Contains,Specific Publishers,International Business Machines Corporation,Prefix,IBM Tivoli Storage Manager,Exactly,IBM Tivoli Storage Manager Scheduler Service Configuration Utility,Exactly,IBM Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTBackup,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTKimlikveErisimYonetimi,Executable,,,mmc.exe,,Exactly,,,,fsrm,Contains,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,6.3.9600.18910,,,6.3.9600.18910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTKimlikveErisimYonetimi,Executable,,,mmc.exe,,Exactly,,,,fsrm,Contains,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,10.0.14393.2608,,,10.0.14393.2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Test_Serkan,Executable,,,powershell.exe,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTUcNoktaGuvenlikVeIzleme,Executable,C:\Windows\System32\WindowsPowerShell\v1.0,with subfolders,powershell_ise.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTUcNoktaGuvenlikVeIzleme,Executable,C:\Windows\System32\WindowsPowerShell\v1.0,with subfolders,powershell.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MTX.ClientAPI.App.exe,,Exactly,,,,,,Ignore Signature,,,MTX.ClientAPI.App,Exactly,MTX.ClientAPI.App,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MTX.ClientAPI.App.exe,,Exactly,,,,,,Ignore Signature,,,MatriksClientAPIWindowsForms,Exactly,MatriksClientAPIWindowsForms,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,stunnel.exe,,Exactly,,,,,,Ignore Signature,,,stunnel 4.56 for x86-pc-unknown,Exactly,stunnel - multiplatform SSL tunneling proxy,Exactly,Michal Trojnara,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MtxFixConnector_360T.exe,,Exactly,,,,,,Ignore Signature,,,MtxFixConnector_360T,Exactly,MtxFixConnector_360T,Exactly,Matriks Bilgi Dağıtım Hiz. A.Ş.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MtxFixConnector_Citi.exe,,Exactly,,,,,,Ignore Signature,,,MtxFixConnector_Citi,Exactly,MtxFixConnector_Citi,Exactly,Matriks Bilgi Dagitim Hiz. A.S.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MtxFixConnector_FXSpotStream.exe,,Exactly,,,,,,Ignore Signature,,,MtxFixConnector_FXSpotStream,Exactly,MtxFixConnector_FXSpotStream,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,MtxFixConnector_Garanti.exe,,Exactly,,,,,,Ignore Signature,,,MtxFixConnector_Garanti,Exactly,MtxFixConnector_Integral,Exactly,Matriks,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,stunnel.exe,,Exactly,,,,,,Ignore Signature,,,stunnel 5.06 for x86-pc-unknown,Exactly,stunnel - multiplatform SSL tunneling proxy,Exactly,Michal Trojnara,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,FX_OMS.exe,,Exactly,,,,,,Ignore Signature,,,FX_OMS,Exactly,,,Mx,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,ProgramCheckApp.exe,,Exactly,,,,,,Ignore Signature,,,ProgramCheckApp,Exactly,ProgramCheckApp,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,C:\Windows\System32,with subfolders,taskkill.exe,,Exactly,,,NT SERVICE\TrustedInstaller,ProgramCheck,Contains,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Terminates Processes,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,,,procexp64.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Process Explorer,Exactly,Sysinternals Process Explorer,Exactly,Sysinternals - www.sysinternals.com,Exactly,16.20.0.0,,,16.20.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for Matriksuser (Garanti Yatirim),Executable,C:\Windows\System32,with subfolders,taskkill.exe,,Exactly,,,NT SERVICE\TrustedInstaller,MTX.ClientAPI.APP,Contains,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Terminates Processes,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault,Executable,,,Setup.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault ContentStore,Exactly,Commvault ContentStore,Exactly,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault,Executable,,,WinX64.exe,,Exactly,,,,,,Ignore Signature,,,Commvault,Exactly,,,Commvault,Exactly,11.0.80.0,,,11.0.80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GT-Service Control Center (SCC),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GT-Service Control Center (SCC),Executable,,,TreeSize.exe,,Exactly,,,,,,Specific Publishers,JAM Software GmbH,Exactly,TreeSize Professional,Contains,TreeSize Professional / Personal hard disk space manager,Contains,JAM Software,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTDijitalIsYeriMobiliteTeknolojileri_Own Servers,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,Wireshark.exe,,Exactly,,,,,,Specific Publishers,"Wireshark Foundation, Inc.",Exactly,Wireshark,Exactly,Wireshark,Exactly,"The Wireshark developer community, https://www.wireshark.org/",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Executable,,,BulkInsertIsilon.exe,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital Kanallar ve Crm,Executable,,,BulkInsertIsilon.exe,,Exactly,,,,,,Ignore Signature,,,BulkInsert,Exactly,BulkInsert,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ChangeAuditor.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Client,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ChangeAuditor.Service.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Coordinator Service,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ConfigureDatabase.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Database Configuration,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,CoordinatorTray.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Coordinator Status,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ServiceControl.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Services Control Tool,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,LogView.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Log Viewer,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ServiceControl.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Services Control Tool,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,CoordinatorTray.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Coordinator Status,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ConfigureDatabase.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Database Configuration,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ChangeAuditor.Service.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Coordinator Service,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (1),Executable,,,ChangeAuditor.exe,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,Change Auditor,Exactly,Change Auditor Client,Exactly,Quest Software Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Siber Savunma Merkezi,Executable,,,setup.exe,,Exactly,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi (2),Executable,,,,,,,,,,,Specific Publishers,Palo Alto Networks (Netherlands) B.V.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Altyapı ve Veri Saklama Teknolojileri,Executable,,,GxSplash.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Altyapı ve Veri Saklama Teknolojileri (1),Executable,,,GxSplash.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,CleanMsmq.exe,,Exactly,,,,,,Ignore Signature,,,CleanMsmq,Exactly,CleanMsmq,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for BT Kontrol ve Sürekli İzleme,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (2),MSI/MSP Installation,,,UaInstall-11.0.1-104.msi,,Exactly,,,,,,Specific Publishers,Palo Alto Networks,Exactly,,,,,,,,,,,,,User-ID Agent,Exactly,Palo Alto Networks,Exactly,,,"""{42050256-E8C7-46A3-826C-1351792B03A0}"" ( exact / case sensitive: True )","""{6F3F5763-1297-46D5-B65B-A1A57C047526}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,CleanWipe.exe,,Exactly,,,,,,Specific Publishers,Symantec Corporation,Exactly,Symantec Install Component,Exactly,CleanWipe,Exactly,Broadcom,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,setup.exe,,Exactly,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Siber Savunma Merkezi (1),Executable,,,SymDiag 2.1.322.11287.exe,,Exactly,,,,,,Specific Publishers,Symantec Corporation,Exactly,Symantec Diagnostic Tool,Exactly,Symantec Diagnostic Tool self-extractor,Exactly,Broadcom,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (3),MSI/MSP Installation,,,Quest Change Auditor Agent (x64).msi,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,,,,,,,,,,,,,Quest Change Auditor 7.4.0 Agent,Exactly,Quest Software Inc.,Exactly,,,"""{103162F4-F029-4E09-8E0F-DDD72DD56D46}"" ( exact / case sensitive: True )","""{1E1215C8-39D0-4B21-B1B1-75FF307FB47D}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),Executable,,,LicenseAgent.exe,,Exactly,,,,,,Ignore Signature,,,LicenseAgent,Exactly,LicenseAgent,Exactly,Sestek,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Executable,,,schtasks.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Task Scheduler Configuration Tool,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authorization Manager,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Authentication Service,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Storage Operator Requests,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy Permission GTSRSFinansalSirketlerRezilyansYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,No,
