Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,regedit.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Registry Editor,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,explorer.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Windows Explorer,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,notepad.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Notepad,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,iisreset.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Internet Information Services,Exactly,IIS control command line utility,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,mmc.exe,,Exactly,,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Properties,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Executable,C:\Windows\System32,with subfolders,rundll32.exe,,Wildcards,,,,"sysdm.cpl,EditEnvironmentVariables",Exactly,Specific Publishers,Microsoft Corporation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distributed File System,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Viewer,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy for GTVPYTOIntelUygulamaYonetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Server Management,,,,,,,,,,,,,,,,,,,,,,No,
