Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,Licensing.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,HOPEX,Exactly,HOPEX licensing,Exactly,MEGA (https://www.mega.com),Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,MegaIDConverter.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,HOPEX,Exactly,HOPEX Component,Exactly,MEGA (https://www.mega.com),Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,mgwmapp.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,HOPEX,Exactly,HOPEX V5,Exactly,MEGA (https://www.mega.com),Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,mgwusrmng.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,HOPEX,Exactly,HOPEX Component,Exactly,MEGA (https://www.mega.com),Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,ServerSupervisorSyncConsoleHelper.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,HOPEX,Exactly,HOPEX,Exactly,MEGA International,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,,,Supervisor.exe,,Exactly,,,,,,Specific Publishers,MEGA International SAS,Exactly,Administration,Exactly,Administration,Exactly,,,1.0.0.0,,,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Executable,D:\Mega\,with subfolders,*.exe,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTSRSServiceControlCenter,Executable,,,ServerManager.exe,,Exactly,,,,,,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Server Manager,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Dijital İş Yeri Teknolojileri,Executable,,,vmfconverter.exe,,Exactly,,,,,,Ignore Signature,,,Verba VMF Converter,Exactly,Verba VMF Converter (release),Exactly,Verba Technologies,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,autorun.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Installer Application,Exactly,Installation Wrapper for Prerequisites Management,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Installer Application,Exactly,Installation Wrapper for Prerequisites Management,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Installer Application,Exactly,Installation Wrapper for Prerequisites Management,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Installer Application,Exactly,Installation Wrapper for Prerequisites Management,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (3),Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Installer Application,Exactly,Installation Wrapper for Prerequisites Management,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,controller.usageanalytics.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,Controller.UsageAnalytics,Exactly,Controller.UsageAnalytics,Exactly,HP,Exactly,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\dat\setup\loadrunner\resources\,with subfolders,forceenvironmentvariables.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,env,Exactly,env,Exactly,Micro Focus International plc,Exactly,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,lrun_svc.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,lronline.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,LROnline,Exactly,LROnline,Exactly,Micro Focus,Exactly,2.0.0.0,2.0.0.0,2.0.0.0,2.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,diagnosticsforj2eeutility.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,newscriptrtseditor.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,NewScriptRTSEditor,Exactly,Micro Focus or one of its affiliates.,Exactly,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,lrdatahandler.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,hp.pc.pcs.configurator.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,Build Tools,Exactly,HP.PC.PCS.Configurator,Exactly,Mercury,Exactly,2022.2.0.0,2022.2.0.0,2022.2.0.0,2022.2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,gacregutil.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,gacregutil,Exactly,Mercury Interactive,Exactly,0.0.0.0,0.0.0.0,0.0.0.0,0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,lrrawresultsexporter.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,LrRawResultsExporter,Exactly,LrRawResultsExporter,Exactly,,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,analysis.aboutdialog.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,AnalysisAboutDialog,Exactly,Micro Focus or one of its affiliates.,Exactly,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,hp.utt.standalonedebugger.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,Unified Testing Tool,Exactly,UttStandaloneDebugger,Exactly,Micro Focus or one of its affiliates.,Exactly,2022.2.7.0,2022.2.7.0,2022.2.7.0,2022.2.7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,cci.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,cpp.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,hp.utt.standalonedebugger_x64.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,Unified Testing Tool,Exactly,UttStandaloneDebugger,Exactly,Micro Focus or one of its affiliates.,Exactly,2022.2.7.0,2022.2.7.0,2022.2.7.0,2022.2.7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,wfreerdp.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files\nodejs\,with subfolders,node.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Specific Publishers,OpenJS Foundation,Exactly,Node.js,Exactly,Node.js JavaScript Runtime,Exactly,Node.js,Exactly,16.16.0.0,16.16.0.0,16.16.0.0,16.16.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,topazconsoleloader.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,Micro Focus or one of its affiliates.,Exactly,12.60.0.0,12.60.0.0,12.60.0.0,12.60.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,cci_x64.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Applicaiton Permission Policy For USR_SRV_GAR_GTDBMDMKaliteveTestAltyapilariYonetimi,Executable,c:\program files (x86)\micro focus\loadrunner\bin\,with subfolders,cpp_x64.exe,,Exactly,,,NT AUTHORITY\SYSTEM,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy For GT-Is Zekasi Araclari Ve Veri Kalitesi Yazilim,Executable,,,GeoAnalyticsServer-May2022SR1.exe,,Exactly,,,,,,Specific Publishers,QlikTech International AB,Exactly,Qlik GeoAnalytics Server May 2022 Patch 1,Exactly,Qlik GeoAnalytics Server Setup,Exactly,QlikTech International AB,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTBTGRYGuvenlikPlatformlari (2),Executable,,,bcaaa-setup.exe,,Exactly,,,,,,Specific Publishers,"Blue Coat Systems, Inc.",Exactly,BCAAA,Exactly,This installer database contains the logic and data required to install BCAAA.,Exactly,"Blue Coat Systems, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTBTGRYGuvenlikPlatformlari (2),Executable,,,bcaaa-setup.exe,,Exactly,,,,,,Specific Publishers,"Blue Coat Systems, Inc.",Exactly,BCAAA,Exactly,This installer database contains the logic and data required to install BCAAA.,Exactly,Symantec Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
File Security Policy Permission For USR_SRV_GAR_GTUOKurumsalIzlemeSistemleriYonetimi (1),Executable,,,notepad.exe,,Exactly,,,,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Notepad,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For Uygulama Servisleri Rezilyans Yönetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy For Uygulama Servisleri Rezilyans Yönetimi,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy For USR_SRV_GAR_GTBTGRYGuvenlikPlatformlari (1),Executable,,,AuthConnectorInstaller-2.5.11000.264842.exe,,Exactly,,,,,,Specific Publishers,"Blue Coat Systems, Inc.",Exactly,Symantec™ WSS Auth Connector,Exactly,This installer database contains the logic and data required to install Symantec™ WSS Auth Connector.,Exactly,Symantec Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTBTGRYGuvenlikPlatformlari (1),MSI/MSP Installation,,,bcca-setup.msi,,Exactly,,,,,,Specific Publishers,"Blue Coat Systems, Inc.",Exactly,,,,,,,,,,,,,Symantec™ WSS Auth Connector,Exactly,Symantec Corporation,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTBTGRYGuvenlikPlatformlari (1),Executable,,,bcca.exe,,Exactly,,,,,,Ignore Signature,,,Symantec WSS Auth Connector,Exactly,Symantec WSS Auth Connector,Exactly,Symantec Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for GT SRS-Uygulama Servisleri Rezilyans Yönetimi - 2 (1),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Policy For srv_picus,Executable,,,setup.exe,,Exactly,,,,,,Specific Publishers,"Picus Security, Inc.",Exactly,Picus Agent Wizard,Exactly,Picus Windows Endpoint Wizard,Exactly,Picus Security,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For Srv_Picus,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi (2),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi (2),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi (3),Executable,,,TelnetApp.exe,,Exactly,,,,,,Ignore Signature,,,TelnetApp,Exactly,TelnetApp,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTUOKurumsalIzlemeSistemleriYonetimi,Executable,,,curl.exe,,Exactly,,,,,,Specific Publishers,curl-for-win Code Signing Authority,Exactly,The curl executable,Exactly,The curl executable,Exactly,"curl, https://curl.haxx.se/",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (12),MSI/MSP Installation,,,splunkforwarder-8.2.8-da25d08d5d3e-x64-release.msi,,Exactly,,,,,,Specific Publishers,"Splunk, Inc.",Exactly,,,,,,,,,,,,,UniversalForwarder,Exactly,"Splunk, Inc.",Exactly,8.2.8.0,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (13),Executable,,,mdemailsecurity-bundle-5.6.3-1-x64.exe,,Exactly,,,,,,Specific Publishers,"OPSWAT, Inc.",Exactly,MetaDefender Email Gateway Security,Exactly,MetaDefender Email Gateway Security,Exactly,"OPSWAT, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (13),MSI/MSP Installation,,,mdemailsecurity-5.6.4-1-x64.msi,,Exactly,,,,,,Specific Publishers,"OPSWAT, Inc.",Exactly,,,,,,,,,,,,,MetaDefender Email Gateway Security,Exactly,"OPSWAT, Inc.",Exactly,5.6.4,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (13),MSI/MSP Installation,,,mdicapsrv-5.1.0-1-x64.msi,,Exactly,,,,,,Specific Publishers,"OPSWAT, Inc.",Exactly,,,,,,,,,,,,,MetaDefender ICAP Server,Exactly,"OPSWAT, Inc.",Exactly,5.1.0,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (13),MSI/MSP Installation,,,ometascan-5.4.0-1-x64.msi,,Exactly,,,,,,Specific Publishers,"OPSWAT, Inc.",Exactly,,,,,,,,,,,,,MetaDefender Core,Exactly,"OPSWAT, Inc.",Exactly,5.4.0,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (13),MSI/MSP Installation,,,OPSWATCentralManagement_7.26.0.1780.msi,,Exactly,,,,,,Specific Publishers,"OPSWAT, Inc.",Exactly,,,,,,,,,,,,,OPSWAT Central Management 7.26.0.1780,Exactly,"OPSWAT, Inc.",Exactly,7.26.0.1780,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (2),Executable,,,sdwan_console.exe,,Exactly,,,,,,Ignore Signature,,,sdwan_console,Exactly,sdwan_console,Exactly,sdwan_console,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (2),Executable,,,Consolit.SolarwindsContainer.exe,,Exactly,,,,,,Ignore Signature,,,Consolit.SolarwindsContainer,Exactly,Consolit.SolarwindsContainer,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (3),Executable,,,IBMIM.exe,,Exactly,,,,,,Specific Publishers,International Business Machines Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (3),Executable,,,ConfigUI.exe,,Exactly,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (3),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Network Teknolojileri (3),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Tüzel Dijital Müşteri İletişim Merkezi ve ATM,Executable,,,Launcher.exe,,Exactly,,,,,,Specific Publishers,Cisco UCCE,Exactly,Contact Center Enterprise,Exactly,Launcher EXE,Exactly,"Cisco Systems, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Tüzel Dijital Müşteri İletişim Merkezi ve ATM,Executable,,,scripted.exe,,Exactly,,,,,,Specific Publishers,Cisco UCCE,Exactly,Contact Center Enterprise,Exactly,Scripted,Exactly,"Cisco Systems, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Kurumsal Altyapılar Güvenliği (15),MSI/MSP Installation,,,Quest Change Auditor Agent (x64).msi,,Exactly,,,,,,Specific Publishers,QUEST SOFTWARE INC.,Exactly,,,,,,,,,,,,,Quest Change Auditor 7.4.0 Agent,Exactly,Quest Software Inc.,Exactly,,,"""{103162F4-F029-4E098E0F-DDD72DD56D46}"" ( exact / case sensitive: True )","""{1E1215C8-39D0-4B21-B1B1-75FF307FB47D}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (5),Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission for Dijital İş Yeri Teknolojileri (3),Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Dijital İş Yeri Teknolojileri (3),Executable,,,net.exe,,Exactly,,,,,,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Net Command,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,ArchieveService.exe,,Exactly,,,,,,Ignore Signature,,,ArchieveService,Exactly,ArchieveService,Exactly,Garanti,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,PassiveArchive.DemandService.exe,,Exactly,,,,,,Ignore Signature,,,PassiveArchive.DemandService,Exactly,PassiveArchive.DemandService,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,GBIdCorrection.Service.exe,,Exactly,,,,,,Ignore Signature,,,GBIdCorrection.Service,Exactly,GBIdCorrection.Service,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,GBIDProcessing.Service.exe,,Exactly,,,,,,Ignore Signature,,,GBIDProcessing.Service,Exactly,GBIDProcessing.Service,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,GBNotification.Service.exe,,Exactly,,,,,,Ignore Signature,,,GBNotification.Service,Exactly,GBNotification.Service,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for Bulut Middleware ve Platform Teknolojileri (2),Executable,,,GBFileRouter.Service.exe,,Exactly,,,,,,Ignore Signature,,,GBFileRouter.Service,Exactly,GBFileRouter.Service,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
