Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
Application Permission For Servis Kontrol Center,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‪C:\FailoverClusterManager,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\LunaClient,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Cisco,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\wwwroot,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\logs,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\history,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\wwwroot\CVP,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\logs\LogFiles\W3SVC1,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\wwwroot\CVP\GrammarPath,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\wwwroot\CVP\GrammarPath\MEHMET_154339.7666.grxml,file,,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Cisco\CVP\VXMLServer\applications\IVR_GarantiEmeklilik_CallSteering\logs\ActivityLog,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Cisco\CVP\VXMLServer\applications\IVR_GarantiEmeklilik_Main\logs\ActivityLog,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Güvenlik Operasyonları (1),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burpsuiteenterpriseedition_agent,,,,,,,No,
Service Permission Policy for Güvenlik Operasyonları (1),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burpsuiteenterpriseedition_enterpriseserver,,,,,,,No,
Service Permission Policy for Güvenlik Operasyonları (1),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burpsuiteenterpriseedition_webserver,,,,,,,No,
File Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\FailoverClusterManager,dir,Yes,,,,,,,,,,,No,
Copy of File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‪C:\FailoverClusterManager,dir,Yes,,,,,,,,,,,No,
Copy of File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\LunaClient,dir,Yes,,,,,,,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (11),MSI/MSP Installation,,,Check_Point_Identity_Collector.msi,,Exactly,,,,,,Specific Publishers,Check Point Software Technologies Ltd.,Exactly,,,,,,,,,,,,,Check Point Identity Collector,Exactly,Check Point Software Technologies Ltd.,Exactly,81.040.0000,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (11),Executable,,,cpidcgui.exe,,Exactly,,,,,,Specific Publishers,Check Point Software Technologies Ltd.,Exactly,Check Point Identity Collector,Exactly,Check Point Identity Collector UI,Exactly,Check Point Software Technologies LTD.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (11),Executable,,,cpidcgui.exe,,Exactly,,,,,,Specific Publishers,Check Point Software Technologies Ltd.,Exactly,Check Point Identity Collector,Exactly,Check Point Identity Collector UI,Exactly,Check Point Software Technologies LTD.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Güvenlik Operasyonları (11),MSI/MSP Installation,,,CPIdentityCollector.msi,,Exactly,,,,,,Specific Publishers,Check Point Software Technologies Ltd.,Exactly,,,,,,,,,,,,,Check Point Identity Collector,Exactly,Check Point Software Technologies Ltd.,Exactly,,,"""{51A5D7E8-CFF4-46BE-AF7D-FF6D7FCB2625}"" ( exact / case sensitive: True )","""{A1A79FD3-9589-43ED-A2BE-BB5716B7811B}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,SetupMSTerminalAgent.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus Agent 2022 R2 for Microsoft Terminal Server,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,SetupCitrixAgent.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,LoadRunner 2022 R2 Agent for Citrix Server,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,SetupAzureAPIService.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus Azure API Service 2022 R2,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2015IDEAddInSetup.exe,,Exactly,,,,,,Ignore Signature,,,Micro Focus LoadRunner 2022 R2 Visual Studio 2015 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2017IDEAddInSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2017 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2019IDEAddInSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2019 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LREclipseIDEAddInDevSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Eclipse Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2015IDEAddInDevSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2015 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2017IDEAddInDevSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2017 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2019IDEAddInDevSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2019 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,LRVS2019IDEAddInDevSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus LoadRunner 2022 R2 Visual Studio 2019 Add-In,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,NV4ControllerSetup.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,NV for Controller,Exactly,Micro Focus Network Virtualization,Exactly,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),Executable,,,SetupVTS.exe,,Exactly,,,,,,Specific Publishers,Micro Focus Group Limited,Exactly,Micro Focus Virtual Table Server 2022 R2,Exactly,,,Micro Focus,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,mmc.exe,,Exactly,,,,,,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,*.msc,CluAdmin.msc,Wildcards,SHA1,9E7B3FACD0C01ED36A9430440EF48853B06C9847,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,ckdemo.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,SafeNet Luna HSM Client,Exactly,Client API utility,Exactly,SafeNet,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,Cmu.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,lunacm.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,SafeNet Luna HSM Client,Exactly,Client side administrative command interface,Exactly,SafeNet,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,multitoken.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,salogin.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,VTL.exe,,Exactly,,,,,,Specific Publishers,"SafeNet Canada, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For GAR_GTUOKurumsalIzlemeSistemleriYonetimi,Executable,,,curl.exe,,Exactly,,,,,,Specific Publishers,curl-for-win Code Signing Authority,Exactly,The curl executable,Exactly,The curl executable,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
[IMPORTED] Important Allow Share Policy Script,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
Shared Management Policy,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Copy of Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,mmc.exe,,Exactly,,,,,,Ignore Signature,,,Microsoft® Windows® Operating System,Exactly,Microsoft Management Console,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Copy of Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,Executable,,,*.msc,CluAdmin.msc,Wildcards,SHA1,9E7B3FACD0C01ED36A9430440EF48853B06C9847,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission for  Policy for Network Teknolojileri (6),Executable,C:\Program Files (x86)\Schneider Electric\Advanced Reporting Module\system\bin,with subfolders,*.exe,,Wildcards,,,,,,Specific Publishers,Schneider Electric,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Permission Policy For  Bulut Veri Platform Teknolojileri,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Shared Management Policy_File Permission,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\shrpubw.exe,file,,,,,,,,,,,,No,
Shared Management Policy_File Permission,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\shpafact.dll,file,,,,,,,,,,,,No,
[IMPORTED] IMPORTANT Allow File Sharing Policy,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\shpafact.dll,file,,,,,,,,,,,,No,
[IMPORTED] IMPORTANT Allow File Sharing Policy,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\shrpubw.exe,file,,,,,,,,,,,,No,
Service Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBUniQueWPES,,,,,,,No,
Service Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBUniQueEXE,,,,,,,No,
Service Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBUniQueHPES,,,,,,,No,
File Permission Policy for Yazılım Teknolojileri Yönetimi (2),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files (x86)\Micro Focus\LoadRunner,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Güvenlik Operasyonları (2),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\burpsuite_enterprise,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Güvenlik Operasyonları (2),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\BurpSuiteEnterpriseEdition,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Güvenlik Operasyonları (2),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SplunkForwarder Service,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DataServicesHost,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ProviderEngineHost,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerCloudAgentService,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLMK,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLCM,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IONDiagnosticsAndUsage,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IONEW,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLLogServer,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLOGROUTER,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ManagedCircuitService,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLNetman,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLOPC,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQDIFExporter,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLQueryServer,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLION,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IONRS,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLSS,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMALARM,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWMDBUS,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLVIP_VIP.DDD,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLVIP_VIP.DEFAULT,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLVIP_VIP.PQADVISOR,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLXMLSubscriptions,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMLXMLSubscriptionStore,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoreServicesHost,,,,,,,No,
Service Permission Policy for Network Teknolojileri (6),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlarmServiceHost,,,,,,,No,
File Security Policy Permission For USR_SRV_GAR_GTUOKurumsalIzlemeSistemleriYonetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\drivers\etc\hosts,dir,Yes,,,,,,,,,,,No,
File Security Policy Permission For USR_SRV_GAR_GTUOKurumsalIzlemeSistemleriYonetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\windows,dir,Yes,,,,,,,,,,,No,
File Security Policy Permission For USR_SRV_GAR_GTUOKurumsalIzlemeSistemleriYonetimi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\drivers\etc\hosts,file,,,,,,,,,,,,No,
Set Security Permission Policy For GTAIMetadataTeknolojileri,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDCrossCheck,,,,,,,No,
Application Policy For USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri (1),Executable,,,ndp48-web.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft .NET Framework 4.8,Exactly,Microsoft .NET Framework 4.8 Setup,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri (1),Executable,,,ndp472-kb4054531-web.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft .NET Framework 4.7.2,Exactly,Microsoft .NET Framework 4.7.2 Setup,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy For USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri (1),Executable,,,SSMS-Setup-ENU.exe,,Exactly,,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft SQL Server Management Studio - 19.0.1,Exactly,Microsoft SQL Server Management Studio - 19.0.1,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault Servers,Script,,,,,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault Servers,Executable,,,GxAdmin.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,11.0.0.0,,,11.200.1000.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault Servers,Executable,,,GxTail.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,11.0.0.0,,,11.200.1000.2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
Application Policy for GTBackup_CommVault Servers,Executable,,,OneTouch.exe,,Exactly,,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,Commvault,Exactly,,,Commvault,Exactly,11.0.0.0,,,11.200.1000.2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
